index,gbifTaxonKey,scientificName,totalImages
435,11448139,"Jupunba brachystachya (DC.) M.V.B.Soares, M.P.Morim & Iganci",20
436,11449278,"Pantelodes maranhensis Herbin, 2017",15
437,11449503,"Periphoba pessoai Mielke & Furtado, 2006",16
438,11454343,Pityrocarpa brenanii (G.P.Lewis & M.P.Lima) L.P.Queiroz & L.M.Borges,19
439,11469098,"Dichrorampha chloantha Razowski, 2011",5
440,11470655,"Rolepa unimoda Dognin, 1923",20
441,11518464,Pityrocarpa inaequalis (Benth.) L.P.Queiroz & Marc.F.Simon,20
442,11521855,"Erbessa pyraloides Walker, 1854",16
443,11524072,"Epilachna cacica (Guerin-Meneville, 1844)",20
444,11543856,"Periphoba tangerini Mielke & Furtado, 2006",7
445,11545532,"Neotuerta platensis Berg, 1882",20
446,11545697,"Dysdercus ruficollis (Linne, 1764)",20
447,11573394,Carminda griseldis,20
448,11591168,"Magnastigma julia (Nicolay, 1977)",7
449,11600995,Microlicia linifolia var. naudiniana Cogn.,12
450,11607120,Marlimorimia bahiana (G.P.Lewis & M.P.Lima) L.P.Queiroz & L.M.Borges,18
451,11613101,Marlimorimia warmingii (Benth.) L.P.Queiroz & P.G.Ribeiro,20
452,1161903,"Enoclerus sphegeus (Fabricius, 1787)",20
453,1162057,"Aeolus Eschscholtz, 1829",20
454,11623886,Leptostales terminata (Guenée),20
455,1162463,"Chauliognathus Hentz, 1830",180
456,11629544,"Titya opalina (Walker, 1865)",16
457,11629636,Ignata brasiliensis,20
458,11641356,"Jupunba filamentosa (Benth.) M.V.B.Soares, M.P.Morim & Iganci",15
459,11659095,"Hylesia pearsoni Lemaire, 2002",14
460,1166048,"Euparius zebra Boheman, 1833",11
461,11678132,"Arumatia dubia (Caudell, 1904)",20
462,1168088,"Stenocerus fulvitarsis (E.F.Germar, 1823)",20
463,11683552,"Erotylina jaspidea (Erichson, 1847)",20
464,1169698,"Sphenophorus rusticus Gyllenhal, 1838",20
465,1170652,"Rhinostomus barbirostris (J.C.Fabricius, 1775)",20
466,1170681,"Metamasius ensirostris (E.F.Germar, 1823)",20
467,1171123,"Nemorhinus myrmecophaga (Herbst, 1797)",20
468,1171647,"Brentus anchorago (Linnaeus, 1758)",20
469,1172357,"Clinolabus buqueti Voss, 1925",20
470,11724082,Favolus pseudogrammocephalus Palacio & Drechsler-Santos,13
471,11731464,Abarema limae Iganci & M.P.Lima,19
472,11732068,"Cycloneda emarginata (Mulsant, 1850)",20
473,11738837,BOLD:AEL2825,13
474,11747696,Macroscepis grandiflora (Mart.) H.A.Keller & Liede,20
475,11748328,Microlicia piauiensis R.B.Pacifico & Almeda,6
476,11759782,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,20
477,11760112,Gyrosphragma latipetala T.B.Cavalc. & Facco,5
478,11769337,Pseudoscada acilla,20
479,11769831,"Hypoxys subrastratus (Bergroth, 1891) Nunes et al., 2020",20
480,11798059,"Jupunba laeta (Benth.) M.V.B.Soares, M.P.Morim & Iganci",20
481,1181629,"Onchoscelis germari Schoenherr, 1844",17
482,11826837,Ministrymon cleon,18
483,11828753,"Jupunba villosa (Iganci & M.P.Lima) M.V.B.Soares, M.P.Morim & Iganci",18
484,1183578,"Ozopherus muricatus F.P.Pascoe, 1872",20
485,11855431,"Thagona tibialis Walker, 1855",20
486,11861330,"Periplacis hebrus (Cramer, 1775)",20
487,11900703,"Enigmogramma admonens Walker, 1858",15
488,1191658,"Desmosomus longipes Perty, 1832",20
489,11935745,"Ectomis auginus (Hewitson, 1867)",18
490,11946408,"Cecropterus longipennis Plötz, 1882",20
491,11949924,BOLD:AAA9797,20
492,1195415,"Cholus annulatus (C.Linnaeus, 1758)",20
493,11963201,"Myselasia Grishin, 2021",40
494,11968411,"Sakesphoroides cristatus (M.Wied-Neuwied, 1831)",20
495,11968849,Prenesta fenestrinalis,20
496,11970432,Andreettaea cryptophyta (Barb.Rodr.) A.Doucette,10
497,11983336,"Telegonus chalco (Hübner, 1823)",20
498,11987842,"Achlyodes busirus (Cramer, 1779)",20
499,11991877,"Phloea Lepeletier de Saint-Fargeau & Audinet-Serville, 1825",20
500,11995197,Cheilanthes bradei J.Prado & A.R.Sm.,12
501,12011644,"Pelolasia Grishin, 2021",20
502,12012526,"Burnsius orcus (Stoll, 1780)",20
503,12021500,Stachytarpheta longipedicellata (Moldenke) P.H.Cardoso,20
504,12030512,"Eugeniamyia dispar Maia, Mendonça Júnior & Romanowski, 1997",20
505,1203348,"Phaops albugo Sahlberg, 1823",12
506,12033801,"Adelpha gavina Fruhstorfer, 1915",15
507,12034737,"Adelpha falcipennis Fruhstorfer, 1915",20
508,12035995,"Eueides isabella (Stoll, 1781)",20
509,12045817,"Ectomis octomaculata (Sepp, 1844)",20
510,12062251,"Cogia crameri (McHenry, 1960)",20
511,12064392,"Parvospila lucianus (Fabricius, 1793)",20
512,1208671,"Apocnemidophorus blandus Hustache, 1937",20
513,1209204,"Amalactus carbonarius J.Faust, 1888",8
514,12094815,"Heliodoxa rubricauda (Boddaert, 1783)",20
515,12095029,"Trichopoda gradata Wiedemann, 1830",20
516,1210321,"Aptolemus rufipes Boheman, 1842",9
517,12105320,"Spicauda procne (Plötz, 1880)",20
518,1210610,"Naupactus rivulosus (Olivier, 1790)",20
519,1210745,"Naupactus navicularis Boheman, 1840",20
520,12109288,"Ectomis caunus (Herrich-Schäffer, 1869)",20
521,1210929,"Trichaptus mutillarius (Perty, 1832)",8
522,1211124,"Lordops spinolae Jekel, 1854",20
523,1212915,"Homalinotus hystrix O.I.Fåhraeus, 1844",20
524,12130419,"Adelpha capucinus Walchs, 1775",20
525,1213762,"Sternechus tuberosus Boheman, 1843",6
526,12147468,"Adelpha thoasa Hewitson, 1850",20
527,12161447,Cheilanthes eriophora (Fée) Mett.,17
528,1216516,"Rhinochenus stigma (C.Linnaeus, 1758)",20
529,1216595,"Entimus imperialis (Forster J.R, 1771)",20
530,12173926,"Podalia annulipes (Boisduval, 1833)",10
531,12175154,Troyus fantasos,20
532,12178179,"Omophoita personata (Illiger, 1807)",20
533,12187053,Lagenocarpus subaphyllus T.Koyama,5
534,12187916,Cleome houtteana Schltdl.,20
535,12193092,Lagenocarpus junciformis (Kunth) Kuntze,12
536,12193268,"Scolia rufiventris Fabricius, 1804",20
537,12194283,Feigeria buteo,20
538,12199917,Contrafacia catharina,20
539,12207308,Asplenium coronatum A.Reis & Sylvestre,19
540,12208172,"Roelofa elyanae Herbin & Mielke, 2014",8
541,12209825,Conchylodes aquaticalis,20
542,12211709,Phloeophana longirostris,20
543,12214066,Doliocarpus serrulatus Monzoli & Fraga,13
544,12215739,"Mandevilla obovata J.F.Morales, A.P.Fontana & Fraga",18
545,12216003,"Endobrachys cratoplastis Becker, 2022",15
546,12216886,"Kusaghiporia talpae (Cooke) Campi, Drechsler-Santos & Robledo",20
547,12223511,"Bunopachylus armatissimus (Roewer, 1913)",20
548,12224801,"Thoscora rufa (Jones, 1912)",20
549,12228013,"Dysschema tricolora (Sulzer, 1776)",20
550,12230610,"Vaginulus taunaisii Férussac, 1822",20
551,12236631,"Mycotretus fallax Guerin-Meneville, 1841",20
552,12241557,Cheilanthes goyazensis (Taub.) Domin,15
553,12242994,"Paraphasma sooretama Chiquetto-Machado, 2022",20
554,12243973,Polites premnas,20
555,12244068,Myota aerea,20
556,12245904,Chrysophyllum lancisepalum R.Lima,8
557,12252056,Dyckia josinoi-narcisae (P.J.Braun & Esteves) Forzza,12
558,12252926,Hoodus pelopidas,20
559,12254378,"Edebessa corinneae Becker, 2022",20
560,12255714,Calpodes esperi,20
561,12256841,"Holcoponera striatula (Mayr, 1884)",20
562,12259984,"Mycotretus psittacus Lacordaire, 1842",16
563,12261760,"Thaumastus lundi Pena, Salgado & Coelho, 2005",5
564,12262017,"Coendou longicaudatus Daudin, 1802",20
565,1227001,"Alocorhinus succinctus (Fabricius, 1777)",7
566,12277597,"Azurina multilineata (Guichenot, 1853)",20
567,1227767,"Eubulus triangularis (Boheman, 1837)",16
568,1228255,"Peridinetus irroratus (J.C.Fabricius, 1787)",20
569,12284098,Senega paniculata (L.) J.F.B.Pastore & J.R.Abbott,20
570,12287590,"Pikelinia mendensis (Mello-Leitão, 1920)",20
571,1229170,"Heilipus taciturnus Boheman, 1843",11
572,12296277,"Fageia moschata (Mello-Leitão, 1943)",20
573,12300632,"Tropicosa moesta (Holmberg, 1876)",20
574,1230404,"Eudiagogus episcopalis (Gyllenhal, 1834)",20
575,12308693,Robrichia schomburgkii (Benth.) A.R.M.Luz & E.R.Souza,20
576,12311790,Senega boliviensis (A.W.Benn.) J.F.B.Pastore,20
577,1231546,"Rhigus faldermanni Boheman, 1840",20
578,1231568,"Rhigus nigrosparsus Perty, 1832",20
579,12315952,Senega longicaulis (Kunth) J.F.B.Pastore,20
580,12322031,Senega brasiliensis (L.) J.F.B.Pastore,14
581,12323165,Mesadenella pumila (Vell.) Campacci,20
582,12337253,"Pikelinia pallida (Brescovit, Magalhaes & Cizauskas, 2016)",20
583,12341661,Senega lancifolia (A.St.-Hil. & Moq.) J.F.B.Pastore,20
584,12362247,Senega appendiculata (Vell.) J.F.B.Pastore,20
585,12369719,Senega trichosperma (Jacq.) J.F.B.Pastore,20
586,12370638,Senega glochidata (Kunth) J.F.B.Pastore,20
587,1239282,"Dealia atropolita Casey, 1922",9
588,1247641,"Hypselus ater Boheman, 1843",20
589,1257656,"Cotesia glomerata (Linnaeus, 1758)",20
590,1276257,"Hymenoepimecis cameroni Townes, 1966",6
591,1280262,"Neotheronia lineata (Fabricius, 1804)",15
592,1309836,"Mischocyttarus rotundicollis (Cameron, 1912)",20
593,1309846,"Mischocyttarus drewseni (de Saussure, 1954)",20
594,1310057,"Brachygastra lecheguana (Latreille, 1824)",20
595,1310065,"Brachygastra augusti (de Saussure, 1854)",20
596,1310077,"Brachygastra scutellaris (Fabricius, 1804)",20
597,1310088,"Parachartergus fraternus (Gribodo, 1891)",20
598,1310100,"Parachartergus pseudapicalis Willink, 1959",20
599,1310152,"Agelaia vicina (de Saussure, 1854)",20
600,1310153,"Agelaia centralis (Cameron, 1907)",20
601,1310159,"Agelaia multipicta (Haliday, 1836)",20
602,1310164,"Agelaia angulata (Fabricius, 1804)",20
603,1310490,"Apoica gelida Vecht, 1972",20
604,1310492,"Apoica thoracica Buysson, 1906",20
605,1310495,"Apoica pallens (Fabricius, 1804)",20
606,1310502,"Polistes satan Bequard, 1940",20
607,1310539,"Polistes carnifex (Fabricius, 1775)",20
608,1310608,"Polistes actaeon Haliday, 1836",20
609,1310648,"Polistes lanio (Fabricius, 1775)",20
610,1310680,"Polistes versicolor (Olivier, 1791)",20
611,1310865,"Polistes simillimus Zikan, 1951",20
612,1310916,"Polistes cavapytiformis Richards, 1978",20
613,1310930,"Polistes cavapyta de Saussure, 1853",20
614,1311715,"Synoeca virginea (Fabricius, 1804)",20
615,1311718,"Synoeca cyanea (Fabricius, 1775)",20
616,1311722,"Synoeca surinama (Linnaeus, 1767)",20
617,1311725,"Synoeca chalybea de Saussure, 1852",20
618,1311765,"Chartergellus communis Richards, 1978",20
619,1311872,"Protopolybia exigua (de Saussure, 1906)",20
620,1311885,"Protopolybia sedula (de Saussure, 1854)",20
621,1314143,"Ectatomma muticum Mayr, 1870",20
622,1314146,"Ectatomma brunneum Smith, 1858",20
623,1314147,"Ectatomma edentatum Roger, 1863",20
624,1314149,"Ectatomma opaciventre (Roger, 1861)",20
625,1314699,"Monomorium floricola (Jerdon, 1851)",20
626,1316238,"Hylomyrma reitteri (Mayr, 1887)",9
627,1316805,"Tapinoma melanocephalum (Fabricius, 1793)",20
628,1316908,"Linepithema humile (Mayr, 1868)",20
629,1316918,"Linepithema leucomelas (Emery, 1894)",20
630,1317697,"Dinoponera lucida Emery, 1901",20
631,1317705,"Dinoponera gigantea (Perty, 1833)",6
632,1319394,"Eciton burchellii (Westwood, 1842)",20
633,1319414,"Eciton vagans (Olivier, 1792)",20
634,1319449,"Mycocepurus goeldii (Forel, 1893)",9
635,1319739,"Pachycondyla crassinoda (Latreille, 1802)",20
636,1319944,"Pachycondyla harpax (Fabricius, 1804)",20
637,1320203,"Strumigenys deltisquama Brown, 1957",40
638,1320255,"Strumigenys louisianae Roger, 1863",20
639,1320502,"Mycetophylax conformis (Mayr, 1884)",20
640,1320603,"Labidus praedator (Smith, 1858)",20
641,1320650,"Acromyrmex coronatus (Fabricius, 1804)",20
642,1320700,"Acromyrmex disciger (Mayr, 1887)",20
643,1320859,"Octostruma rugifera (Mayr, 1887)",9
644,1321236,"Leptogenys arcuata Roger, 1861",8
645,1322213,"Pheidole fimbriata Roger, 1863",20
646,1323402,"Tetramorium bicarinatum (Nylander, 1846)",20
647,1323493,"Tetramorium caldarium (Roger, 1857)",20
648,1325624,"Dorymyrmex biconis Forel, 1912",6
649,1326106,"Tranopelta gilva Mayr, 1866",20
650,1326555,"Gnamptogenys annulata (Mayr, 1887)",17
651,1327024,"Pseudomyrmex tenuis (Fabricius, 1804)",20
652,1327048,"Pseudomyrmex venustus (Smith, 1858)",20
653,1327060,"Pseudomyrmex maculatus (Smith, 1855)",10
654,1327098,"Pseudomyrmex gracilis (Fabricius, 1804)",20
655,1327134,"Pseudomyrmex termitarius (Smith, 1855)",20
656,1327166,"Pseudomyrmex simplex (Smith, 1877)",20
657,1327172,"Heteroponera dolo (Roger, 1860)",17
658,1327580,"Montezumia azurescens (Spinosa, 1851)",20
659,1329963,"Omicron tuberculatum (Fox, 1899)",20
660,1332374,"Brachymenes dyscherus (de Saussure, 1852)",20
661,1334422,"Hypanthidioides arenaria (Ducke, 1907)",11
662,1334548,"Epanthidium tigrinum (Schrottky, 1905)",20
663,1338221,"Hypanthidium foveolatum (Alfken, 1930)",7
664,1339186,"Ampulex compressa (Fabricius, 1781)",20
665,1339335,"Eulaema seabrai Moure, 1960",20
666,1339482,"Tetragonisca fiebrigi (Schwarz, 1938)",20
667,1339584,"Exomalopsis auropilosa Spinola, 1853",20
668,1339678,"Exaerete frontalis (Guérin-Méneville, 1844)",20
669,1339680,"Exaerete smaragdina (Guérin-Méneville, 1844)",20
670,1339704,"Partamona cupira (Smith, 1863)",20
671,1339721,"Partamona helleri (Friese, 1900)",20
672,1340059,"Melipona mondury Smith, 1863",20
673,1340060,"Melipona scutellaris Latreille, 1811",20
674,1340066,"Melipona quinquefasciata Lepeletier, 1836",20
675,1340076,"Melipona quadrifasciata Lepeletier, 1836",20
676,1340100,"Melipona rufiventris Lepeletier, 1836",20
677,1340289,"Bombus transversalis (Olivier, 1789)",20
678,1340307,"Bombus morio (Swederus, 1787)",20
679,1340310,"Bombus brasiliensis Lepeletier, 1836",20
680,1340548,"Bombus brevivillus Franklin, 1913",20
681,1340637,"Euglossa mandibularis Friese, 1899",20
682,1341693,"Triepeolus osiriformis (Schrottky, 1910)",20
683,1341997,"Trigonisca intermedia Moure, 1989",8
684,1342052,"Xylocopa nigrocincta Smith, 1854",20
685,1342416,"Xylocopa muscaria (Fabricius, 1775)",20
686,1342466,"Xylocopa hirsutissima Maidl, 1912",20
687,1342678,"Lestrimelitta limao (Smith, 1863)",20
688,1342794,"Ctenioschelus goryi (Romand, 1840)",20
689,1342897,"Centris decolorata Lepeletier, 1841",20
690,1342932,"Centris fuscata Lepeletier, 1841",20
691,1342966,"Centris denudans Lepeletier, 1841",18
692,1342974,"Centris flavifrons (Fabricius, 1775)",20
693,1344680,"Paratetrapedia connexa (Vachal, 1909)",6
694,1344718,"Gaesischia belophora (Moure, 1941)",7
695,1344754,"Nannotrigona testaceicornis (Lepeletier, 1836)",20
696,1344790,"Thygater analis (Lepeletier, 1841)",20
697,1344927,"Coelioxoides waltheriae Ducke, 1908",20
698,1345549,"Plebeia emerina (Friese, 1900)",20
699,1345566,"Plebeia poecilochroa Moure & Camargo, 1995",20
700,1345568,"Plebeia remota (Holmberg, 1903)",20
701,1345585,"Paratrigona lineata (Lepeletier, 1836)",20
702,1345595,"Paratrigona subnuda Moure, 1947",20
703,1345662,"Scaptotrigona depilis (Moure, 1942)",20
704,1345666,"Scaptotrigona postica (Latreille, 1807)",20
705,1345709,"Schwarziana quadripunctata (Lepeletier, 1836)",20
706,1347438,"Sphex dorsalis Lepeletier de Saint Fargeau, 1845",20
707,1347459,"Sphex ichneumoneus (Linnaeus, 1758)",20
708,1352988,"Augochloropsis aurifluens (Vachal, 1903)",20
709,1353084,"Augochloropsis tupacamaru (Holmberg, 1884)",20
710,1356037,"Protomeliturga turnerae (Ducke, 1907)",20
711,1403613,"Miobantia rustica Fabricius, 1781",20
712,1403730,"Bantia marmorata Saussure & Zehntner, 1894",20
713,1404169,"Raptrix perspicua Fabricius, 1787",20
714,1404180,"Decimiana tessellata Charpentier, 1841",6
715,1404595,"Zoolea minor Giglio-Tos, 1914",20
716,1404603,"Zoolea descampsi Roy & Ehrmann, 2009",20
717,1404609,"Hicetia breviceps Stal, 1877",20
718,1405039,"Cardioptera brachyptera Burmeister, 1838",20
719,1405047,"Cardioptera viridipennis Beier, 1931",20
720,1405197,"Choeradodis rhomboidea Stoll, 1813",20
721,1406063,"Heterovates pardalina Saussure, 1871",12
722,1406079,"Stagmatoptera binotata Scudder, 1869",20
723,1406082,"Stagmatoptera reimoseri Beier, 1929",20
724,1406084,"Stagmatoptera femoralis Saussure & Zehntner, 1894",20
725,1406087,"Stagmatoptera supplicaria Burmeister, 1838",20
726,1406097,"Stagmatoptera biocellata Saussure, 1869",20
727,1410981,"Phanocloidea muricata (Burmeister, 1838)",20
728,1413244,"Cladoxerus cryphaleus (Westwood, 1859)",20
729,1414536,"Ceroys perfoliatus (Gray, 1835)",20
730,1414543,"Ceroys heymonsi (Piza, 1936)",20
731,1414644,"Pygirhynchus vigilans (Westwood, 1859)",7
732,1415281,"Xerosoma canaliculatum Audinet-Serville, 1831",20
733,1415308,"Urucumania borellii (Giglio-Tos, 1897)",20
734,1415491,"Prisopus sacratus (Olivier, 1792)",20
735,1419472,"Ctenocephalides felis (Bouché, 1835)",20
736,1421700,"Phasmoneura exigua (Selys, 1886)",20
737,1421909,"Mecistogaster amalia (Burmeister, 1839)",20
738,1421918,"Mecistogaster ornata Rambur, 1842",20
739,1422270,"Minagrion mecistogastrum (Selys, 1876)",20
740,1422278,"Homeoura chelifera (Selys, 1876)",20
741,1422449,"Acanthagrion aepiolum Tennessen, 2004",20
742,1422503,"Leptagrion perlongum Calvert, 1909",20
743,1422517,"Tigriagrion aurantinigrum Calvert, 1909",20
744,1422585,"Phoenicagrion flammeum (Selys, 1876)",20
745,1423120,"Nehalennia minuta (Selys, 1857)",20
746,1423384,"Ischnura fluviatilis Selys, 1876",20
747,1423595,"Oxyagrion pavidum Hagen, 1876",20
748,1424423,"Heteragrion consors Hagen, 1862",20
749,1424697,"Gynacantha nervosa Rambur, 1842",20
750,1424895,"Staurophlebia reticulata (Burmeister, 1839)",20
751,1424931,"Remartinia luteipennis (Burmeister, 1839)",20
752,1424940,"Rhionaeschna bonariensis (Rambur, 1842)",20
753,1424977,"Rhionaeschna planaltica (Calvert, 1952)",20
754,1425754,"Aphylla theodorina (Navás, 1933)",20
755,1425818,"Progomphus complicatus Selys, 1854",20
756,1427178,"Hetaerina brightwelli (Kirby, 1823)",20
757,1427335,"Mnesarete pudica (Hagen, 1853)",20
758,1427353,"Mnesarete pruinosa (Hagen, 1853)",20
759,1427627,"Micrathyria hesperis Ris, 1911",20
760,1427633,"Micrathyria laevigata Calvert, 1909",20
761,1427660,"Micrathyria atra (Martin, 1897)",20
762,1427685,"Miathyria marcella (Selys, 1857)",20
763,1427686,"Miathyria simplex (Rambur, 1842)",20
764,1427823,"Orthemis attenuata (Erichson, 1848)",20
765,1427827,"Orthemis schmidti Buchholz, 1950",20
766,1427831,"Orthemis cultriformis Calvert, 1899",20
767,1427837,"Orthemis biolleyi Calvert, 1906",20
768,1427839,"Orthemis nodiplaga Karsch, 1891",20
769,1427855,"Pantala flavescens (Fabricius, 1798)",20
770,1427861,"Pantala hymenaea (Say, 1840)",20
771,1427875,"Anatya guttata (Erichson, 1848)",20
772,1427946,"Libellula herculea Karsch, 1889",20
773,1427976,"Brachymesia furcata (Hagen, 1861)",20
774,1428007,"Macrothemis tessellata (Burmeister, 1839)",20
775,1428038,"Macrothemis rupicola Rácenis, 1957",20
776,1428075,"Perithemis lais (Perty, 1834)",20
777,1428190,"Tauriphila argo (Hagen, 1869)",20
778,1428193,"Tauriphila australis (Hagen, 1867)",20
779,1428473,"Tramea abdominalis (Rambur, 1842)",20
780,1428502,"Tramea rustica De Marmels & Rácenis, 1982",20
781,1428506,"Tramea binotata (Rambur, 1842)",20
782,1428533,"Misagria parana Kirby, 1889",20
783,1428782,"Diastatops intensa Montgomery, 1940",20
784,1428900,"Planiplax phoenicura Ris, 1912",20
785,1428904,"Planiplax erythropyga (Karsch, 1891)",20
786,1428976,"Erythrodiplax venusta (Kirby, 1897)",20
787,1428996,"Erythrodiplax basalis (Kirby, 1897)",20
788,1428997,"Erythrodiplax melanorubra Borror, 1942",20
789,1428998,"Erythrodiplax castanea (Burmeister, 1839)",20
790,1428999,"Erythrodiplax latimaculata Ris, 1911",20
791,1429000,"Erythrodiplax nigricans (Rambur, 1842)",20
792,1429019,"Erythrodiplax pallida (Needham, 1904)",20
793,1429020,"Erythrodiplax unimaculata (De Geer, 1773)",20
794,1429034,"Erythrodiplax leticia Machado, 1996",11
795,1429045,"Erythrodiplax juliana Ris, 1911",20
796,1429062,"Elga leptostyla Ris, 1911",20
797,1429220,"Tholymis citrina Hagen, 1867",20
798,1429329,"Erythemis peruviana (Rambur, 1842)",20
799,1429332,"Erythemis carmelita Williamson, 1923",20
800,1429333,"Erythemis plebeja (Burmeister, 1839)",20
801,1429421,"Zenithoptera lanei Santos, 1941",20
802,1429568,"Idiataphe longipes (Hagen, 1861)",20
803,1429733,"Aeschnosoma forcipula Hagen, 1871",20
804,1435458,"Nectopsyche separata (Banks, 1920)",20
805,1435460,"Nectopsyche muhni (Navas, 1916)",20
806,1437513,"Barypenthus concolor Burmeister, 1839",20
807,1439367,"Macrostemum negrense Flint, 1978",12
808,1447821,"Coelotanypus tibialis Edwards, 1939",19
809,1460983,"Winthemia pinguis (Fabricius, 1805)",8
810,1476105,"Trichopoda pennipes (Fabricius, 1781)",20
811,1476436,"Strongygaster brasiliensis (Townsend, 1929)",20
812,1494928,"Lepiselaga crassipes (Fabricius, 1805)",20
813,1497304,"Chrysops varians Wiedemann, 1828",20
814,1501325,"Ropalomera stictica Wiedemann, 1830",20
815,1501343,"Ropalomera femorata (Fabricius, 1805)",6
816,1518027,"Neognophomyia hirsuta (Alexander, 1913)",20
817,1518898,"Molophilus multisetosus Alexander, 1936",11
818,1521347,"Symplecta pilipes (Fabricius, 1787)",20
